K,active_count,bridge_sequence,bridge_serialized_bits,certificate_kind,certificate_status,coefficient_span,compiler,compiler_class,cx,delta_over_pi,density_realized,density_requested,depth,design_index,error_budget,formal_theorem_evidence,gates,input_ir_bytes,ir_bytes,m,memory_cap_bytes,n,output_ir_bytes,output_serialized_bits,r,representation,representation_sha256,rss_peak_bytes,runtime_s,schedule,seed,serialized_input_bits,status,target_id,timeout_s,wall_runtime_s,x_distribution
4,1,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",1296,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,2,1/16,0.25,0.25,3,0,0,True,3,162,162,4,2147483648,5,93,744,2,random_commuting_order,b55ce39e3745aa9520ab5d144105c2330f849d5f0106b9d13184348c5bcdcdff,77266944,0.093337,random_commuting_order,20260801,400,completed,ux-ef0ba76c8cc2d18d,30.0,0.146907,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"decode codec -> exact support table -> {cx,rz} lowering",1296,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,2,1/16,0.25,0.25,3,0,0,True,3,162,162,4,2147483648,5,93,744,2,random_commuting_order,b55ce39e3745aa9520ab5d144105c2330f849d5f0106b9d13184348c5bcdcdff,74137600,0.082775,random_commuting_order,20260801,400,completed,ux-ef0ba76c8cc2d18d,30.0,0.146805,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",1296,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,2,1/16,0.25,0.25,9,0,0,False,33,162,494,4,2147483648,5,494,3952,2,random_commuting_order,b55ce39e3745aa9520ab5d144105c2330f849d5f0106b9d13184348c5bcdcdff,124043264,0.260522,random_commuting_order,20260801,400,completed,ux-ef0ba76c8cc2d18d,30.0,0.346983,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",1296,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,2,1/16,0.25,0.25,3,0,0,True,3,162,162,4,2147483648,5,93,744,2,round_robin_flat,75e93cd51bda75582dfb53f75aa2bfa461ab1b5217c0851346379e1d8dad39c5,74219520,0.082124,round_robin_flat,20260801,352,completed,ux-ef0ba76c8cc2d18d,30.0,0.151648,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",1296,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,2,1/16,0.25,0.25,11,0,0,False,13,162,174,4,2147483648,5,174,1392,2,round_robin_flat,75e93cd51bda75582dfb53f75aa2bfa461ab1b5217c0851346379e1d8dad39c5,109953024,0.201144,round_robin_flat,20260801,352,completed,ux-ef0ba76c8cc2d18d,30.0,0.292659,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",1296,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,2,1/16,0.25,0.25,3,0,0,True,3,162,162,4,2147483648,5,93,744,2,round_robin_flat,75e93cd51bda75582dfb53f75aa2bfa461ab1b5217c0851346379e1d8dad39c5,75137024,0.092984,round_robin_flat,20260801,352,completed,ux-ef0ba76c8cc2d18d,30.0,0.14824,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"decode codec -> exact support table -> {cx,rz} lowering",1296,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,2,1/16,0.25,0.25,3,0,0,True,3,162,162,4,2147483648,5,93,744,2,round_robin_flat,75e93cd51bda75582dfb53f75aa2bfa461ab1b5217c0851346379e1d8dad39c5,74006528,0.08193,round_robin_flat,20260801,352,completed,ux-ef0ba76c8cc2d18d,30.0,0.146717,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",1296,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,2,1/16,0.25,0.25,9,0,0,False,33,162,494,4,2147483648,5,494,3952,2,round_robin_flat,75e93cd51bda75582dfb53f75aa2bfa461ab1b5217c0851346379e1d8dad39c5,124026880,0.26084,round_robin_flat,20260801,352,completed,ux-ef0ba76c8cc2d18d,30.0,0.346874,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",744,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,2,1/16,0.25,0.25,3,0,0,True,3,93,93,4,2147483648,5,93,744,2,semantic_aggregate,f057513c5dbbd1cc0117b826cbde92023e9573b5ce92ac615f4cf492e5f5d857,74088448,0.081506,semantic_aggregate,20260801,296,completed,ux-ef0ba76c8cc2d18d,30.0,0.14568,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",744,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,2,1/16,0.25,0.25,11,0,0,False,13,93,174,4,2147483648,5,174,1392,2,semantic_aggregate,f057513c5dbbd1cc0117b826cbde92023e9573b5ce92ac615f4cf492e5f5d857,110067712,0.198713,semantic_aggregate,20260801,296,completed,ux-ef0ba76c8cc2d18d,30.0,0.276466,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",744,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,2,1/16,0.25,0.25,3,0,0,True,3,93,93,4,2147483648,5,93,744,2,semantic_aggregate,f057513c5dbbd1cc0117b826cbde92023e9573b5ce92ac615f4cf492e5f5d857,74563584,0.092525,semantic_aggregate,20260801,296,completed,ux-ef0ba76c8cc2d18d,30.0,0.145382,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"decode codec -> exact support table -> {cx,rz} lowering",744,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,2,1/16,0.25,0.25,3,0,0,True,3,93,93,4,2147483648,5,93,744,2,semantic_aggregate,f057513c5dbbd1cc0117b826cbde92023e9573b5ce92ac615f4cf492e5f5d857,74055680,0.083154,semantic_aggregate,20260801,296,completed,ux-ef0ba76c8cc2d18d,30.0,0.147941,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,1,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",744,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,2,1/16,0.25,0.25,9,0,0,False,33,93,494,4,2147483648,5,494,3952,2,semantic_aggregate,f057513c5dbbd1cc0117b826cbde92023e9573b5ce92ac615f4cf492e5f5d857,124059648,0.262195,semantic_aggregate,20260801,296,completed,ux-ef0ba76c8cc2d18d,30.0,0.345263,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",2016,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,8,1/32,0.5,0.5,3,1,0,True,12,252,252,8,2147483648,9,252,2016,4,bridge_qasm2,2517955819c69441c8078b8f6ede2cad2a5bb835fd0909e0adb91884fc33190b,74301440,0.091079,bridge_qasm2,20260802,2016,completed,ux-b710f8dd2f6cb132,30.0,0.151813,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",2016,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,8,1/32,0.5,0.5,11,1,0,False,52,252,572,8,2147483648,9,572,4576,4,bridge_qasm2,2517955819c69441c8078b8f6ede2cad2a5bb835fd0909e0adb91884fc33190b,109838336,0.203727,bridge_qasm2,20260802,2016,completed,ux-b710f8dd2f6cb132,30.0,0.298941,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",2016,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,8,1/32,0.5,0.5,3,1,0,True,12,252,252,8,2147483648,9,252,2016,4,bridge_qasm2,2517955819c69441c8078b8f6ede2cad2a5bb835fd0909e0adb91884fc33190b,74579968,0.096734,bridge_qasm2,20260802,2016,completed,ux-b710f8dd2f6cb132,30.0,0.148619,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"decode codec -> exact support table -> {cx,rz} lowering",2016,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,8,1/32,0.5,0.5,3,1,0,True,12,252,252,8,2147483648,9,252,2016,4,bridge_qasm2,2517955819c69441c8078b8f6ede2cad2a5bb835fd0909e0adb91884fc33190b,74153984,0.083893,bridge_qasm2,20260802,2016,completed,ux-b710f8dd2f6cb132,30.0,0.148454,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",2016,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,8,1/32,0.5,0.5,9,1,0,False,66,252,972,8,2147483648,9,972,7776,4,bridge_qasm2,2517955819c69441c8078b8f6ede2cad2a5bb835fd0909e0adb91884fc33190b,157188096,0.383598,bridge_qasm2,20260802,2016,completed,ux-b710f8dd2f6cb132,30.0,0.506469,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",7296,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,8,1/32,0.5,0.5,3,1,0,True,12,912,912,8,2147483648,9,252,2016,4,contiguous_flat,7f2a14397dd488b28d68b865801ad1004124e8cd3e4c0c6956062d3b9c01496b,74137600,0.083063,contiguous_flat,20260802,1416,completed,ux-b710f8dd2f6cb132,30.0,0.149176,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",7296,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,8,1/32,0.5,0.5,11,1,0,False,52,912,912,8,2147483648,9,572,4576,4,contiguous_flat,7f2a14397dd488b28d68b865801ad1004124e8cd3e4c0c6956062d3b9c01496b,109805568,0.20164,contiguous_flat,20260802,1416,completed,ux-b710f8dd2f6cb132,30.0,0.295305,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",7296,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,8,1/32,0.5,0.5,3,1,0,True,12,912,912,8,2147483648,9,252,2016,4,contiguous_flat,7f2a14397dd488b28d68b865801ad1004124e8cd3e4c0c6956062d3b9c01496b,76300288,0.094567,contiguous_flat,20260802,1416,completed,ux-b710f8dd2f6cb132,30.0,0.15151,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"decode codec -> exact support table -> {cx,rz} lowering",7296,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,8,1/32,0.5,0.5,3,1,0,True,12,912,912,8,2147483648,9,252,2016,4,contiguous_flat,7f2a14397dd488b28d68b865801ad1004124e8cd3e4c0c6956062d3b9c01496b,74072064,0.083288,contiguous_flat,20260802,1416,completed,ux-b710f8dd2f6cb132,30.0,0.151732,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",7296,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,8,1/32,0.5,0.5,9,1,0,False,66,912,972,8,2147483648,9,972,7776,4,contiguous_flat,7f2a14397dd488b28d68b865801ad1004124e8cd3e4c0c6956062d3b9c01496b,157122560,0.382282,contiguous_flat,20260802,1416,completed,ux-b710f8dd2f6cb132,30.0,0.492358,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",3824,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,8,1/32,0.5,0.5,3,1,0,True,12,478,478,8,2147483648,9,252,2016,4,locally_folded,4b4c6d43fe41311cc4067321371a79a7729a3d28c391ccf19c8230dbd0f1cf61,74170368,0.084535,locally_folded,20260802,768,completed,ux-b710f8dd2f6cb132,30.0,0.151613,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",3824,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,8,1/32,0.5,0.5,11,1,0,False,52,478,572,8,2147483648,9,572,4576,4,locally_folded,4b4c6d43fe41311cc4067321371a79a7729a3d28c391ccf19c8230dbd0f1cf61,109871104,0.204651,locally_folded,20260802,768,completed,ux-b710f8dd2f6cb132,30.0,0.295957,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",3824,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,8,1/32,0.5,0.5,3,1,0,True,12,478,478,8,2147483648,9,252,2016,4,locally_folded,4b4c6d43fe41311cc4067321371a79a7729a3d28c391ccf19c8230dbd0f1cf61,77561856,0.095408,locally_folded,20260802,768,completed,ux-b710f8dd2f6cb132,30.0,0.165863,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"decode codec -> exact support table -> {cx,rz} lowering",3824,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,8,1/32,0.5,0.5,3,1,0,True,12,478,478,8,2147483648,9,252,2016,4,locally_folded,4b4c6d43fe41311cc4067321371a79a7729a3d28c391ccf19c8230dbd0f1cf61,73416704,0.083483,locally_folded,20260802,768,completed,ux-b710f8dd2f6cb132,30.0,0.151715,"uniform on {1,...,K-1} over an exact-size uniform support sample"
8,4,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",3824,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,8,1/32,0.5,0.5,9,1,0,False,66,478,972,8,2147483648,9,972,7776,4,locally_folded,4b4c6d43fe41311cc4067321371a79a7729a3d28c391ccf19c8230dbd0f1cf61,157138944,0.400917,locally_folded,20260802,768,completed,ux-b710f8dd2f6cb132,30.0,0.515479,"uniform on {1,...,K-1} over an exact-size uniform support sample"
